ID,StartingAirport_IATA3,DestinationAirport_IATA3,Airline_IATA2,Distance,Equipment_aircraft1_EquipmentCode,Equipment_aircraft2_EquipmentCode,Equipment_aircraft3_EquipmentCode,Equipment_aircraft4_EquipmentCode,Equipment_aircraft5_EquipmentCode,Equipment_aircraft6_EquipmentCode,Equipment_aircraft7_EquipmentCode,Equipment_aircraft8_EquipmentCode,Equipment_aircraft9_EquipmentCode
PYJDME6R,PYJ,DME,6R,3922,TU5,,,,,,,,
PYJMJZ6R,PYJ,MJZ,6R,441,AN4,,,,,,,,
PYJOVB6R,PYJ,OVB,6R,2008,TU5,,,,,,,,
PYJYKS6R,PYJ,YKS,6R,977,AN4,,,,,,,,
ULKIKT6R,ULK,IKT,6R,1135,AN4,,,,,,,,
ULKYKS6R,ULK,YKS,6R,808,AN4,,,,,,,,
YKSMJZ6R,YKS,MJZ,6R,812,TU3,AN4,,,,,,,
YKSPYJ6R,YKS,PYJ,6R,977,AN4,,,,,,,,
YKSULK6R,YKS,ULK,6R,808,AN4,,,,,,,,
AKYRGN6T,AKY,RGN,6T,497,ATR,,,,,,,,
AKYSNW6T,AKY,SNW,6T,239,ATR,,,,,,,,
HEHMDL6T,HEH,MDL,6T,136,ATR,,,,,,,,
HEHRGN6T,HEH,RGN,6T,433,ATR,,,,,,,,
KAWMGZ6T,KAW,MGZ,6T,266,ATR,,,,,,,,
MDLHEH6T,MDL,HEH,6T,136,ATR,,,,,,,,
MDLNYU6T,MDL,NYU,6T,123,ATR,,,,,,,,
MDLTHL6T,MDL,THL,6T,432,ATR,,,,,,,,
MGZKAW6T,MGZ,KAW,6T,266,ATR,,,,,,,,
MGZTVY6T,MGZ,TVY,6T,191,ATR,,,,,,,,
NYUMDL6T,NYU,MDL,6T,123,ATR,,,,,,,,
NYURGN6T,NYU,RGN,6T,492,ATR,,,,,,,,
RGNAKY6T,RGN,AKY,6T,497,ATR,,,,,,,,
RGNHEH6T,RGN,HEH,6T,433,ATR,,,,,,,,
RGNNYU6T,RGN,NYU,6T,492,ATR,,,,,,,,
RGNSNW6T,RGN,SNW,6T,260,ATR,,,,,,,,
RGNTVY6T,RGN,TVY,6T,383,ATR,,,,,,,,
SNWAKY6T,SNW,AKY,6T,239,ATR,,,,,,,,
SNWRGN6T,SNW,RGN,6T,260,ATR,,,,,,,,
THLMDL6T,THL,MDL,6T,432,ATR,,,,,,,,
TVYMGZ6T,TVY,MGZ,6T,191,ATR,,,,,,,,
TVYRGN6T,TVY,RGN,6T,383,ATR,,,,,,,,
DMERTW6W,DME,RTW,6W,687,YK2,E90,,,,,,,
EVNRTW6W,EVN,RTW,6W,1276,YK2,,,,,,,,
MRVRTW6W,MRV,RTW,6W,846,YK2,,,,,,,,
PRGRTW6W,PRG,RTW,6W,2221,E90,,,,,,,,
RTWDME6W,RTW,DME,6W,687,E90,YK2,,,,,,,
RTWEVN6W,RTW,EVN,6W,1276,YK2,,,,,,,,
RTWMRV6W,RTW,MRV,6W,846,YK2,,,,,,,,
RTWPRG6W,RTW,PRG,6W,2221,E90,,,,,,,,
RTWSVX6W,RTW,SVX,6W,1117,YK2,,,,,,,,
SVXRTW6W,SVX,RTW,6W,1117,YK2,,,,,,,,
RIXTFS6Y,RIX,TFS,6Y,4509,320,,,,,,,,
TFSRIX6Y,TFS,RIX,6Y,4509,320,,,,,,,,
BKKICN7C,BKK,ICN,7C,3670,737,,,,,,,,
BKKPUS7C,BKK,PUS,7C,3699,737,,,,,,,,
CEBICN7C,CEB,ICN,7C,3031,737,,,,,,,,
CEBPUS7C,CEB,PUS,7C,2812,737,,,,,,,,
CJJCJU7C,CJJ,CJU,7C,368,737,,,,,,,,
CJUCJJ7C,CJU,CJJ,7C,368,737,,,,,,,,
CJUGMP7C,CJU,GMP,7C,451,737,,,,,,,,
CJUPUS7C,CJU,PUS,7C,291,737,,,,,,,,
FUKICN7C,FUK,ICN,7C,563,737,,,,,,,,
GMPCJU7C,GMP,CJU,7C,451,737,738,,,,,,,
GMPKIX7C,GMP,KIX,7C,836,737,,,,,,,,
GMPNGO7C,GMP,NGO,7C,947,737,,,,,,,,
GUMICN7C,GUM,ICN,7C,3228,737,,,,,,,,
HKGICN7C,HKG,ICN,7C,2070,737,,,,,,,,
ICNBKK7C,ICN,BKK,7C,3670,737,,,,,,,,
ICNCEB7C,ICN,CEB,7C,3031,737,,,,,,,,
ICNFUK7C,ICN,FUK,7C,563,737,,,,,,,,
ICNGUM7C,ICN,GUM,7C,3228,737,,,,,,,,
ICNHKG7C,ICN,HKG,7C,2070,737,,,,,,,,
ICNKIX7C,ICN,KIX,7C,861,737,,,,,,,,
ICNMNL7C,ICN,MNL,7C,2610,737,,,,,,,,
ICNNGO7C,ICN,NGO,7C,973,737,,,,,,,,
ICNNRT7C,ICN,NRT,7C,1257,737,,,,,,,,
ICNTAO7C,ICN,TAO,7C,557,737,,,,,,,,
KIXGMP7C,KIX,GMP,7C,836,737,,,,,,,,
KIXICN7C,KIX,ICN,7C,861,737,,,,,,,,
MNLICN7C,MNL,ICN,7C,2610,737,,,,,,,,
NGOGMP7C,NGO,GMP,7C,947,737,,,,,,,,
NGOICN7C,NGO,ICN,7C,973,737,,,,,,,,
NRTICN7C,NRT,ICN,7C,1257,737,,,,,,,,
PUSBKK7C,PUS,BKK,7C,3699,737,,,,,,,,
PUSCJU7C,PUS,CJU,7C,291,737,,,,,,,,
TAOICN7C,TAO,ICN,7C,557,737,,,,,,,,
GWTHAM7E,GWT,HAM,7E,178,CNA,,,,,,,,
HAMGWT7E,HAM,GWT,7E,178,CNA,,,,,,,,
YABYFB7F,YAB,YFB,7F,1221,AT4,,,,,,,,
YABYRB7F,YAB,YRB,7F,361,AT4,,,,,,,,
YBKYRT7F,YBK,YRT,7F,257,AT4,,,,,,,,
YBKYUT7F,YBK,YUT,7F,518,AT4,,,,,,,,
YCBYCO7F,YCB,YCO,7F,432,AT7,,,,,,,,
YCBYHK7F,YCB,YHK,7F,376,AT7,,,,,,,,
YCBYZF7F,YCB,YZF,7F,850,AT7,73M,,,,,,,
YCOYCB7F,YCO,YCB,7F,432,AT7,,,,,,,,
YCOYHI7F,YCO,YHI,7F,344,AT7,,,,,,,,
YCOYZF7F,YCO,YZF,7F,596,AT7,,,,,,,,
YCSYRT7F,YCS,YRT,7F,92,AT4,,,,,,,,
YCSYZS7F,YCS,YZS,7F,374,AT4,,,,,,,,
YCYYFB7F,YCY,YFB,7F,749,AT4,,,,,,,,
YCYYIO7F,YCY,YIO,7F,412,AT4,,,,,,,,
YEGYZF7F,YEG,YZF,7F,1019,73M,737,,,,,,,
YEKYRT7F,YEK,YRT,7F,217,AT4,,,,,,,,
YEKYXN7F,YEK,YXN,7F,149,AT4,,,,,,,,
YEVYVQ7F,YEV,YVQ,7F,445,73M,,,,,,,,
YFBYAB7F,YFB,YAB,7F,1221,AT4,,,,,,,,
YFBYCY7F,YFB,YCY,7F,749,AT4,,,,,,,,
YFBYGT7F,YFB,YGT,7F,853,AT4,,,,,,,,
YFBYLC7F,YFB,YLC,7F,121,DHT,,,,,,,,
YFBYOW7F,YFB,YOW,7F,2098,73M,,,,,,,,
YFBYRT7F,YFB,YRT,7F,1176,73M,,,,,,,,
YFBYTE7F,YFB,YTE,7F,392,AT4,,,,,,,,
YFBYUX7F,YFB,YUX,7F,794,AT4,,,,,,,,
YFBYVP7F,YFB,YVP,7F,630,73M,,,,,,,,
YFBYXP7F,YFB,YXP,7F,297,AT4,,,,,,,,
YFSYZF7F,YFS,YZF,7F,362,AT4,AT7,,,,,,,
YGTYFB7F,YGT,YFB,7F,853,AT4,,,,,,,,
YGTYUX7F,YGT,YUX,7F,69,AT4,,,,,,,,
YHIYCO7F,YHI,YCO,7F,344,AT7,,,,,,,,
YHKYCB7F,YHK,YCB,7F,376,AT7,,,,,,,,
YHKYYH7F,YHK,YYH,7F,136,AT7,,,,,,,,
YHYYZF7F,YHY,YZF,7F,194,AT4,AT7,,,,,,,
YIOYCY7F,YIO,YCY,7F,412,AT4,,,,,,,,
YLCYFB7F,YLC,YFB,7F,121,DHT,,,,,,,,
YOWYFB7F,YOW,YFB,7F,2098,73M,,,,,,,,
YRBYAB7F,YRB,YAB,7F,361,AT4,,,,,,,,
YRTYBK7F,YRT,YBK,7F,257,AT4,,,,,,,,
YRTYCS7F,YRT,YCS,7F,92,AT4,,,,,,,,
YRTYEK7F,YRT,YEK,7F,217,AT4,,,,,,,,
YRTYFB7F,YRT,YFB,7F,1176,73M,,,,,,,,
YRTYWG7F,YRT,YWG,7F,1468,73M,AT4,,,,,,,
YRTYXN7F,YRT,YXN,7F,68,AT4,,,,,,,,
YRTYZF7F,YRT,YZF,7F,1136,73M,,,,,,,,
YTEYFB7F,YTE,YFB,7F,392,AT4,,,,,,,,
YTEYZS7F,YTE,YZS,7F,330,AT4,,,,,,,,
YULYVP7F,YUL,YVP,7F,1450,73M,,,,,,,,
YUTYBK7F,YUT,YBK,7F,518,AT4,,,,,,,,
YUXYFB7F,YUX,YFB,7F,794,AT4,,,,,,,,
YUXYGT7F,YUX,YGT,7F,69,AT4,,,,,,,,
YVMYXP7F,YVM,YXP,7F,172,AT4,,,,,,,,
YVPYFB7F,YVP,YFB,7F,630,73M,,,,,,,,
YVPYUL7F,YVP,YUL,7F,1450,73M,,,,,,,,
YVQYEV7F,YVQ,YEV,7F,445,73M,,,,,,,,
YVQYZF7F,YVQ,YZF,7F,680,73M,,,,,,,,
YWGYRT7F,YWG,YRT,7F,1468,73M,AT4,,,,,,,
YXNYEK7F,YXN,YEK,7F,149,AT4,,,,,,,,
YXNYRT7F,YXN,YRT,7F,68,AT4,,,,,,,,
YXPYFB7F,YXP,YFB,7F,297,AT4,,,,,,,,
YXPYVM7F,YXP,YVM,7F,172,AT4,,,,,,,,
YYHYHK7F,YYH,YHK,7F,136,AT7,,,,,,,,
YYHYZF7F,YYH,YZF,7F,1219,AT7,,,,,,,,
YZFYCB7F,YZF,YCB,7F,850,73M,AT7,,,,,,,
YZFYCO7F,YZF,YCO,7F,596,AT7,,,,,,,,
YZFYEG7F,YZF,YEG,7F,1019,73M,737,,,,,,,
YZFYFS7F,YZF,YFS,7F,362,AT4,AT7,,,,,,,
YZFYHK7F,YZF,YHK,7F,1090,AT7,AT4,,,,,,,
YZFYHY7F,YZF,YHY,7F,194,AT4,AT7,,,,,,,
YZFYRT7F,YZF,YRT,7F,1136,73M,,,,,,,,
YZFYVQ7F,YZF,YVQ,7F,680,73M,,,,,,,,
YZSYCS7F,YZS,YCS,7F,374,AT4,,,,,,,,
YZSYTE7F,YZS,YTE,7F,330,AT4,,,,,,,,
FUKHND7G,FUK,HND,7G,882,320,,,,,,,,
HNDFUK7G,HND,FUK,7G,882,320,,,,,,,,
HNDKIX7G,HND,KIX,7G,432,320,,,,,,,,
HNDKKJ7G,HND,KKJ,7G,822,320,,,,,,,,
KIXHND7G,KIX,HND,7G,432,320,,,,,,,,
KKJHND7G,KKJ,HND,7G,822,320,,,,,,,,
ABLOTZ7H,ABL,OTZ,7H,208,CNC,,,,,,,,
ABLSHG7H,ABL,SHG,7H,39,CNC,,,,,,,,
ADQANC7H,ADQ,ANC,7H,406,DH8,BE1,,,,,,,
AINATK7H,AIN,ATK,7H,97,CNC,,,,,,,,
AINBRW7H,AIN,BRW,7H,137,BE1,CNC,,,,,,,
AKIKKI7H,AKI,KKI,7H,9605,CNA,,,,,,,,
AKITLT7H,AKI,TLT,7H,9660,CNA,,,,,,,,
ANCADQ7H,ANC,ADQ,7H,406,DH8,BE1,,,,,,,
ANCANI7H,ANC,ANI,7H,510,BE1,DH8,,,,,,,
ANCBET7H,ANC,BET,7H,640,DH8,,,,,,,,
ANCCDV7H,ANC,CDV,7H,256,BE1,,,,,,,,
ANCENA7H,ANC,ENA,7H,95,BE1,DH8,,,,,,,
ANCFAI7H,ANC,FAI,7H,419,DH8,BE1,,,,,,,
ANCHOM7H,ANC,HOM,7H,188,BE1,DH8,,,,,,,
ANCKSM7H,ANC,KSM,7H,709,DH8,,,,,,,,
ANCUNK7H,ANC,UNK,7H,630,DH8,,,,,,,,
ANCVDZ7H,ANC,VDZ,7H,201,DH8,BE1,,,,,,,
ANIANC7H,ANI,ANC,7H,510,BE1,DH8,,,,,,,
ANICHU7H,ANI,CHU,7H,9863,CNA,,,,,,,,
ANIHCR7H,ANI,HCR,7H,69,CNC,,,,,,,,
ANIKLG7H,ANI,KLG,7H,43,CNA,CNC,,,,,,,
ANIRSH7H,ANI,RSH,7H,96,CNA,,,,,,,,
ANISHX7H,ANI,SHX,7H,124,CNC,,,,,,,,
ANVHCR7H,ANV,HCR,7H,55,CNC,,,,,,,,
ANVKGX7H,ANV,KGX,7H,9930,CNC,,,,,,,,
ATKAIN7H,ATK,AIN,7H,97,CNC,,,,,,,,
ATKBRW7H,ATK,BRW,7H,94,CNC,,,,,,,,
ATTBET7H,ATT,BET,7H,15923,CNA,,,,,,,,
AUKEMK7H,AUK,EMK,7H,15,CNA,,,,,,,,
AUKSXP7H,AUK,SXP,7H,9571,CNA,,,,,,,,
BETANC7H,BET,ANC,7H,640,DH8,,,,,,,,
BETCYF7H,BET,CYF,7H,151,CNA,,,,,,,,
BETEEK7H,BET,EEK,7H,64,CNA,,,,,,,,
BETHPB7H,BET,HPB,7H,246,CNA,,,,,,,,
BETKKH7H,BET,KKH,7H,108,CNA,,,,,,,,
BETKLG7H,BET,KLG,7H,116,CNA,CNC,,,,,,,
BETKUK7H,BET,KUK,7H,39,CNA,,,,,,,,
BETKWK7H,BET,KWK,7H,124,CNA,,,,,,,,
BETKWN7H,BET,KWN,7H,114,CNA,,,,,,,,
BETKWT7H,BET,KWT,7H,21,CNA,,,,,,,,
BETMLL7H,BET,MLL,7H,121,CNA,,,,,,,,
BETNME7H,BET,NME,7H,160,CNA,CNC,,,,,,,
BETOOK7H,BET,OOK,7H,179,CNA,CNC,,,,,,,
BETPQS7H,BET,PQS,7H,9498,CNA,,,,,,,,
BETTLT7H,BET,TLT,7H,9671,CNA,,,,,,,,
BETVAK7H,BET,VAK,7H,219,CNA,,,,,,,,
BETWTL7H,BET,WTL,7H,9466,CNA,,,,,,,,
BKCDRG7H,BKC,DRG,7H,74,CNC,,,,,,,,
BKCOTZ7H,BKC,OTZ,7H,119,CNC,,,,,,,,
BRWAIN7H,BRW,AIN,7H,137,BE1,CNC,,,,,,,
BRWATK7H,BRW,ATK,7H,94,CNC,,,,,,,,
BRWNUI7H,BRW,NUI,7H,243,BE1,,,,,,,,
BRWPIZ7H,BRW,PIZ,7H,289,CNC,BE1,,,,,,,
BTIFYU7H,BTI,FYU,7H,402,BE1,,,,,,,,
BTISCC7H,BTI,SCC,7H,184,BE1,,,,,,,,
CDVANC7H,CDV,ANC,7H,256,BE1,,,,,,,,
CHUCKD7H,CHU,CKD,7H,124,CNA,,,,,,,,
CKDRDV7H,CKD,RDV,7H,88,CNA,,,,,,,,
CKDSLQ7H,CKD,SLQ,7H,9922,CNA,,,,,,,,
CYFBET7H,CYF,BET,7H,151,CNA,,,,,,,,
CYFKPN7H,CYF,KPN,7H,28,CNA,,,,,,,,
DRGBKC7H,DRG,BKC,7H,74,CNC,,,,,,,,
DRGOTZ7H,DRG,OTZ,7H,91,CNC,,,,,,,,
EEKKWN7H,EEK,KWN,7H,52,CNA,,,,,,,,
ELIKKA7H,ELI,KKA,7H,64,PAG,,,,,,,,
ELIOME7H,ELI,OME,7H,152,PAG,,,,,,,,
EMKAUK7H,EMK,AUK,7H,15,CNA,,,,,,,,
EMKKOT7H,EMK,KOT,7H,56,CNA,,,,,,,,
ENAANC7H,ENA,ANC,7H,95,BE1,DH8,,,,,,,
FAIANC7H,FAI,ANC,7H,419,DH8,BE1,,,,,,,
FAIFYU7H,FAI,FYU,7H,229,BE1,,,,,,,,
FAIGAL7H,FAI,GAL,7H,430,BE1,,,,,,,,
FAIRBY7H,FAI,RBY,7H,361,CNC,,,,,,,,
FAISCC7H,FAI,SCC,7H,599,DH8,,,,,,,,
FYUBTI7H,FYU,BTI,7H,402,BE1,,,,,,,,
FYUFAI7H,FYU,FAI,7H,229,BE1,,,,,,,,
GALFAI7H,GAL,FAI,7H,430,BE1,,,,,,,,
GALHSL7H,GAL,HSL,7H,110,CNC,,,,,,,,
GALKAL7H,GAL,KAL,7H,98,CNC,,,,,,,,
GALNUL7H,GAL,NUL,7H,54,CNC,BE1,,,,,,,
GALRBY7H,GAL,RBY,7H,70,CNC,,,,,,,,
GAMOME7H,GAM,OME,7H,316,BE1,,,,,,,,
GAMSVA7H,GAM,SVA,7H,62,BE1,,,,,,,,
GLVOME7H,GLV,OME,7H,117,PAG,,,,,,,,
GLVWMO7H,GLV,WMO,7H,25,PAG,,,,,,,,
HCRANI7H,HCR,ANI,7H,69,CNC,,,,,,,,
HCRANV7H,HCR,ANV,7H,55,CNC,,,,,,,,
HOMANC7H,HOM,ANC,7H,188,BE1,DH8,,,,,,,
HPBSCM7H,HPB,SCM,7H,47,CNA,,,,,,,,
HPBVAK7H,HPB,VAK,7H,29,CNA,,,,,,,,
HSLGAL7H,HSL,GAL,7H,110,CNC,,,,,,,,
HSLKYU7H,HSL,KYU,7H,112,CNC,,,,,,,,
IANORV7H,IAN,ORV,7H,31,CNC,,,,,,,,
IANOTZ7H,IAN,OTZ,7H,95,CNC,,,,,,,,
KALGAL7H,KAL,GAL,7H,98,CNC,BE1,,,,,,,
KALNUL7H,KAL,NUL,7H,56,CNC,,,,,,,,
KGXANV7H,KGX,ANV,7H,9930,CNC,,,,,,,,
KGXSHX7H,KGX,SHX,7H,9913,CNC,,,,,,,,
KKAELI7H,KKA,ELI,7H,64,PAG,,,,,,,,
KKASKK7H,KKA,SKK,7H,63,PAG,,,,,,,,
KKAUNK7H,KKA,UNK,7H,118,CNC,,,,,,,,
KKHBET7H,KKH,BET,7H,108,CNA,,,,,,,,
KKHKWK7H,KKH,KWK,7H,19,CNA,,,,,,,,
KKIAKI7H,KKI,AKI,7H,9605,CNA,,,,,,,,
KKIKWT7H,KKI,KWT,7H,9603,CNA,,,,,,,,
KLGANI7H,KLG,ANI,7H,43,CNA,CNC,,,,,,,
KLGBET7H,KLG,BET,7H,116,CNA,CNC,,,,,,,
KLGRSH7H,KLG,RSH,7H,58,CNA,,,,,,,,
KOTEMK7H,KOT,EMK,7H,56,CNA,,,,,,,,
KOTKSM7H,KOT,KSM,7H,109,CNA,,,,,,,,
KOTWBB7H,KOT,WBB,7H,9863,CNC,,,,,,,,
KPNBET7H,KPN,BET,7H,153,CNA,,,,,,,,
KPNCYF7H,KPN,CYF,7H,28,CNA,,,,,,,,
KSMANC7H,KSM,ANC,7H,709,DH8,,,,,,,,
KSMKOT7H,KSM,KOT,7H,109,CNA,,,,,,,,
KSMMOU7H,KSM,MOU,7H,20,CNA,,,,,,,,
KSMSXP7H,KSM,SXP,7H,9473,CNA,,,,,,,,
KTSTLA7H,KTS,TLA,7H,12,PAG,,,,,,,,
KTSWAA7H,KTS,WAA,7H,82,PAG,,,,,,,,
KUKNUP7H,KUK,NUP,7H,9542,CNA,,,,,,,,
KVLOTZ7H,KVL,OTZ,7H,127,CNC,,,,,,,,
KWKBET7H,KWK,BET,7H,124,CNA,,,,,,,,
KWKKKH7H,KWK,KKH,7H,19,CNA,,,,,,,,
KWKKPN7H,KWK,KPN,7H,48,CNA,,,,,,,,
KWNBET7H,KWN,BET,7H,114,CNA,,,,,,,,
KWNTOG7H,KWN,TOG,7H,113,CNA,,,,,,,,
KWTBET7H,KWT,BET,7H,21,CNA,,,,,,,,
KWTKKI7H,KWT,KKI,7H,9603,CNA,,,,,,,,
KYUGAL7H,KYU,GAL,7H,41,CNC,,,,,,,,
MLLRSH7H,MLL,RSH,7H,38,CNA,,,,,,,,
MOUKSM7H,MOU,KSM,7H,20,CNA,,,,,,,,
MOUPQS7H,MOU,PQS,7H,9672,CNA,,,,,,,,
MYUBET7H,MYU,BET,7H,246,CNA,CNC,,,,,,,
NMEOOK7H,NME,OOK,7H,23,CNA,,,,,,,,
NMETNK7H,NME,TNK,7H,9281,CNC,CNA,,,,,,,
NUIBRW7H,NUI,BRW,7H,243,BE1,,,,,,,,
NUISCC7H,NUI,SCC,7H,96,BE1,,,,,,,,
NULGAL7H,NUL,GAL,7H,54,CNC,,,,,,,,
NULKAL7H,NUL,KAL,7H,56,CNC,BE1,,,,,,,
NUPATT7H,NUP,ATT,7H,7319,CNA,,,,,,,,
OBUABL7H,OBU,ABL,7H,47,CNC,,,,,,,,
OBUOTZ7H,OBU,OTZ,7H,249,CNC,,,,,,,,
OMEELI7H,OME,ELI,7H,152,PAG,,,,,,,,
OMEGAM7H,OME,GAM,7H,316,BE1,,,,,,,,
OMEGLV7H,OME,GLV,7H,117,PAG,,,,,,,,
OMEKTS7H,OME,KTS,7H,103,PAG,,,,,,,,
OMESHH7H,OME,SHH,7H,196,PAG,CNT,,,,,,,
OMESKK7H,OME,SKK,7H,203,PAG,,,,,,,,
OMESVA7H,OME,SVA,7H,262,BE1,,,,,,,,
OMETLA7H,OME,TLA,7H,91,PAG,,,,,,,,
OMEUNK7H,OME,UNK,7H,235,CNC,,,,,,,,
OMEWAA7H,OME,WAA,7H,175,PAG,,,,,,,,
OMEWBB7H,OME,WBB,7H,10046,CNC,,,,,,,,
OMEWMO7H,OME,WMO,7H,99,PAG,,,,,,,,
OOKMYU7H,OOK,MYU,7H,68,CNC,CNA,,,,,,,
OOKTNK7H,OOK,TNK,7H,9301,CNA,,,,,,,,
ORVIAN7H,ORV,IAN,7H,31,CNC,,,,,,,,
ORVOTZ7H,ORV,OTZ,7H,69,CNC,,,,,,,,
OTZABL7H,OTZ,ABL,7H,208,CNC,,,,,,,,
OTZBKC7H,OTZ,BKC,7H,119,CNC,,,,,,,,
OTZDRG7H,OTZ,DRG,7H,91,CNC,,,,,,,,
OTZIAN7H,OTZ,IAN,7H,95,CNC,,,,,,,,
OTZORV7H,OTZ,ORV,7H,69,CNC,,,,,,,,
OTZPHO7H,OTZ,PHO,7H,9814,CNC,,,,,,,,
OTZSHG7H,OTZ,SHG,7H,237,CNC,,,,,,,,
OTZWLK7H,OTZ,WLK,7H,119,CNC,,,,,,,,
OTZWTK7H,OTZ,WTK,7H,77,CNC,,,,,,,,
PHOOTZ7H,PHO,OTZ,7H,9814,CNC,,,,,,,,
PHOPIZ7H,PHO,PIZ,7H,10033,BE1,,,,,,,,
PIZBRW7H,PIZ,BRW,7H,289,CNC,BE1,,,,,,,
PIZPHO7H,PIZ,PHO,7H,10033,BE1,,,,,,,,
PQSBET7H,PQS,BET,7H,9498,CNA,,,,,,,,
PQSMOU7H,PQS,MOU,7H,9672,CNA,,,,,,,,
RBYFAI7H,RBY,FAI,7H,361,CNC,,,,,,,,
RBYGAL7H,RBY,GAL,7H,70,CNC,,,,,,,,
RDVSLQ7H,RDV,SLQ,7H,10003,CNA,,,,,,,,
RSHANI7H,RSH,ANI,7H,96,CNA,,,,,,,,
RSHBET7H,RSH,BET,7H,115,CNA,,,,,,,,
RSHKLG7H,RSH,KLG,7H,58,CNA,,,,,,,,
SCCBTI7H,SCC,BTI,7H,184,BE1,,,,,,,,
SCCFAI7H,SCC,FAI,7H,599,DH8,,,,,,,,
SCCNUI7H,SCC,NUI,7H,96,BE1,,,,,,,,
SCMBET7H,SCM,BET,7H,232,CNA,,,,,,,,
SHGOBU7H,SHG,OBU,7H,12,CNC,,,,,,,,
SHHOME7H,SHH,OME,7H,196,PAG,,,,,,,,
SHHWAA7H,SHH,WAA,7H,115,CNT,,,,,,,,
SHXANI7H,SHX,ANI,7H,124,CNC,,,,,,,,
SHXKGX7H,SHX,KGX,7H,9913,CNC,,,,,,,,
SKKKKA7H,SKK,KKA,7H,63,PAG,CNC,,,,,,,
SKKOME7H,SKK,OME,7H,203,PAG,,,,,,,,
SKKUNK7H,SKK,UNK,7H,58,CNC,,,,,,,,
SLQANI7H,SLQ,ANI,7H,126,CNA,,,,,,,,
SLQSRV7H,SLQ,SRV,7H,10084,CNA,,,,,,,,
SMKUNK7H,SMK,UNK,7H,78,CNC,,,,,,,,
SMKWBB7H,SMK,WBB,7H,9851,CNA,CNC,,,,,,,
SRVANI7H,SRV,ANI,7H,10147,CNA,,,,,,,,
SVAGAM7H,SVA,GAM,7H,62,BE1,,,,,,,,
SVAOME7H,SVA,OME,7H,262,BE1,,,,,,,,
SXPAUK7H,SXP,AUK,7H,9571,CNA,,,,,,,,
SXPKSM7H,SXP,KSM,7H,9473,CNA,,,,,,,,
TLAKTS7H,TLA,KTS,7H,12,PAG,,,,,,,,
TLAOME7H,TLA,OME,7H,91,PAG,,,,,,,,
TLTAKI7H,TLT,AKI,7H,9660,CNA,,,,,,,,
TLTBET7H,TLT,BET,7H,9671,CNA,,,,,,,,
TNKWWT7H,TNK,WWT,7H,80,CNC,CNA,,,,,,,
TOGKWN7H,TOG,KWN,7H,113,CNA,,,,,,,,
UNKANC7H,UNK,ANC,7H,630,DH8,,,,,,,,
UNKSKK7H,UNK,SKK,7H,58,CNC,,,,,,,,
UNKSMK7H,UNK,SMK,7H,78,CNA,CNC,,,,,,,
VAKHPB7H,VAK,HPB,7H,29,CNA,,,,,,,,
VAKSCM7H,VAK,SCM,7H,34,CNA,,,,,,,,
VDZANC7H,VDZ,ANC,7H,201,DH8,BE1,,,,,,,
WAAKTS7H,WAA,KTS,7H,82,PAG,,,,,,,,
WAAOME7H,WAA,OME,7H,175,PAG,CNT,,,,,,,
WBBKOT7H,WBB,KOT,7H,9863,CNC,,,,,,,,
WBBOME7H,WBB,OME,7H,10046,CNC,,,,,,,,
WBBSMK7H,WBB,SMK,7H,9851,CNC,,,,,,,,
WBBUNK7H,WBB,UNK,7H,9841,CNA,,,,,,,,
WLKOTZ7H,WLK,OTZ,7H,119,CNC,,,,,,,,
WMOGLV7H,WMO,GLV,7H,25,PAG,,,,,,,,
WMOOME7H,WMO,OME,7H,99,PAG,,,,,,,,
WTKKVL7H,WTK,KVL,7H,70,CNC,,,,,,,,
WTLBET7H,WTL,BET,7H,9466,CNA,,,,,,,,
WWTBET7H,WWT,BET,7H,9280,CNA,CNC,,,,,,,
AUACCS7I,AUA,CCS,7I,391,M83,,,,,,,,
AUACUR7I,AUA,CUR,7I,120,M83,F50,,,,,,,
AUALRM7I,AUA,LRM,7I,672,M83,,,,,,,,
AUAMIA7I,AUA,MIA,7I,1829,M83,,,,,,,,
AUAVLN7I,AUA,VLN,7I,347,M83,,,,,,,,
BONAUA7I,BON,AUA,7I,194,M83,,,,,,,,
BONCUR7I,BON,CUR,7I,75,F50,M83,,,,,,,
BRMCUR7I,BRM,CUR,7I,243,M83,F50,,,,,,,
CCSAUA7I,CCS,AUA,7I,391,M83,,,,,,,,
CCSCUR7I,CCS,CUR,7I,278,M83,F50,,,,,,,
CLTCUR7I,CLT,CUR,7I,2831,M83,,,,,,,,
CURAUA7I,CUR,AUA,7I,120,M83,F50,,,,,,,
CURBON7I,CUR,BON,7I,75,F50,M83,,,,,,,
CURBRM7I,CUR,BRM,7I,243,M83,F50,,,,,,,
CURCCS7I,CUR,CCS,7I,278,M83,F50,,,,,,,
CURCLT7I,CUR,CLT,7I,2831,M83,,,,,,,,
CURKIN7I,CUR,KIN,7I,1056,F50,,,,,,,,
CURLSP7I,CUR,LSP,7I,137,F50,,,,,,,,
CURMAR7I,CUR,MAR,7I,352,M83,,,,,,,,
CURMDE7I,CUR,MDE,7I,976,M83,,,,,,,,
CURMIA7I,CUR,MIA,7I,1924,M83,,,,,,,,
CURPBM7I,CUR,PBM,7I,1688,M83,,,,,,,,
CURPOS7I,CUR,POS,7I,850,733,,,,,,,,
